name,description,homepage,num_install_30d,num_install_90d,num_install_365d,num_install_on_request_30d,num_install_on_request_90d,num_install_on_request_365d,generated_date 
ntfs-3g,Read-write NTFS driver for FUSE,https://www.tuxera.com/community/open-source-ntfs-3g/,85,377,34758,85,376,34385,2021-08-21
ntl,C++ number theory library,https://libntl.org,237,932,2533,98,413,1083,2021-08-21
ntopng,Next generation version of the original ntop,https://www.ntop.org/products/traffic-analysis/ntop/,96,308,3187,96,308,3121,2021-08-21
ntp,Network Time Protocol (NTP) Distribution,https://www.eecis.udel.edu/~mills/ntp/html/,201,549,2420,202,550,2414,2021-08-21
nu,"Object-oriented, Lisp-like programming language",https://programming.nu/,15,101,245,15,101,245,2021-08-21
nu-smv,Reimplementation and extension of SMV symbolic model checker,https://nusmv.fbk.eu,5,17,143,5,17,143,2021-08-21
nuclei,HTTP/DNS scanner configurable via YAML templates,https://nuclei.projectdiscovery.io/,308,654,1282,307,653,1283,2021-08-21
nudoku,Ncurses based sudoku game,https://jubalh.github.io/nudoku/,27,77,543,27,76,539,2021-08-21
nuget,Package manager for Microsoft development platform including .NET,https://www.nuget.org/,736,2570,14803,735,2565,14742,2021-08-21
num-utils,Programs for dealing with numbers from the command-line,https://suso.suso.org/xulu/Num-utils,13,36,134,13,36,134,2021-08-21
numactl,NUMA support for Linux,https://github.com/numactl/numactl,0,0,0,0,0,0,2021-08-21
numcpp,C++ implementation of the Python Numpy library,https://dpilger26.github.io/NumCpp,29,46,234,29,46,233,2021-08-21
numpy,Package for scientific computing with Python,https://www.numpy.org/,46970,136778,572156,18954,56886,241567,2021-08-21
numpy@1.16,Package for scientific computing with Python,https://www.numpy.org/,397,1352,8145,18,77,523,2021-08-21
nushell,Modern shell for the GitHub era,https://www.nushell.sh,1486,5263,18523,1490,5267,18528,2021-08-21
nut,Network UPS Tools: Support for various power devices,https://networkupstools.org/,77,196,880,77,196,877,2021-08-21
nutcracker,Proxy for memcached and redis,https://github.com/twitter/twemproxy,17,41,83,17,41,83,2021-08-21
nuttcp,Network performance measurement tool,https://www.nuttcp.net/nuttcp/,20,46,286,20,46,280,2021-08-21
nuvie,Ultima 6 engine,https://nuvie.sourceforge.io/,0,3,7,0,3,7,2021-08-21
nuxeo,Enterprise Content Management,https://nuxeo.github.io/,17,37,145,17,37,144,2021-08-21
nvc,VHDL compiler and simulator,https://github.com/nickg/nvc,24,64,218,24,64,212,2021-08-21
nvi,44BSD re-implementation of vi,https://sites.google.com/a/bostic.com/keithbostic/vi/,21,66,295,21,66,296,2021-08-21
nvm,Manage multiple Node.js versions,https://github.com/nvm-sh/nvm,43459,138407,563968,43438,138317,562245,2021-08-21
nwchem,High-performance computational chemistry tools,https://nwchemgit.github.io,25,100,411,25,99,410,2021-08-21
nxengine,Rewrite of Cave Story (Doukutsu Monogatari),https://nxengine.sourceforge.io/,3,17,76,3,17,76,2021-08-21
nyancat,"Renders an animated, color, ANSI-text loop of the Poptart Cat",https://github.com/klange/nyancat,95,294,1157,95,293,1150,2021-08-21
nylon,Proxy server,https://github.com/smeinecke/nylon,3,3,16,3,3,16,2021-08-21
nyx,Command-line monitor for Tor,https://nyx.torproject.org/,40,127,1004,40,127,972,2021-08-21
nzbget,Binary newsgrabber for nzb files,https://nzbget.net/,42,172,368,43,172,367,2021-08-21
oakc,Portable programming language with a compact intermediate representation,https://github.com/adam-mcdaniel/oakc,0,3,66,0,3,66,2021-08-21
oath-toolkit,Tools for one-time password authentication systems,https://www.nongnu.org/oath-toolkit/,889,2940,19614,805,2666,17771,2021-08-21
oauth2_proxy,Reverse proxy for authenticating users via OAuth 2 providers,https://oauth2-proxy.github.io/oauth2-proxy/,5,23,170,5,23,167,2021-08-21
oauth2l,Simple CLI for interacting with Google oauth tokens,https://github.com/google/oauth2l,311,892,2343,311,893,2342,2021-08-21
obfs4proxy,"Pluggable transport proxy for Tor, implementing obfs4",https://gitlab.com/yawning/obfs4,7,24,74,7,25,74,2021-08-21
objc-codegenutils,Three small tools to help work with XCode,https://github.com/square/objc-codegenutils,4,10,54,4,10,54,2021-08-21
objc-run,Use Objective-C files for shell script-like tasks,https://github.com/iljaiwas/objc-run,3,11,65,3,11,65,2021-08-21
objfw,"Portable, lightweight framework for the Objective-C language",https://heap.zone/objfw/,1,1,12,1,1,12,2021-08-21
ocaml,General purpose programming language in the ML family,https://ocaml.org/,1154,3853,30067,649,2208,17491,2021-08-21
ocaml-findlib,OCaml library manager,http://projects.camlcity.org/projects/findlib.html,61,442,1948,31,218,794,2021-08-21
ocaml-num,OCaml legacy Num library for arbitrary-precision arithmetic,https://github.com/ocaml/num,56,237,4506,14,71,613,2021-08-21
ocaml-zarith,OCaml library for arbitrary-precision arithmetic,https://github.com/ocaml/Zarith,105,413,2600,4,26,121,2021-08-21
ocamlbuild,Generic build tool for OCaml,https://github.com/ocaml/ocamlbuild,128,406,2457,54,145,930,2021-08-21
ocamlsdl,OCaml interface with the SDL C library,https://ocamlsdl.sourceforge.io/,0,0,152,0,0,144,2021-08-21
oci-cli,Oracle Cloud Infrastructure CLI,https://docs.cloud.oracle.com/iaas/Content/API/Concepts/cliconcepts.htm,1788,5473,16504,1787,5468,16501,2021-08-21
oclgrind,OpenCL device simulator and debugger,https://github.com/jrprice/Oclgrind,2,15,33,2,15,33,2021-08-21
ocp,UNIX port of the Open Cubic Player,https://stian.cubic.org/project-ocp.php,33,104,369,32,103,367,2021-08-21
ocproxy,User-level SOCKS and port forwarding proxy,https://github.com/cernekee/ocproxy,12,61,188,10,56,181,2021-08-21
ocrad,Optical character recognition (OCR) program,https://www.gnu.org/software/ocrad/,10,36,180,10,34,167,2021-08-21
ocrmypdf,Adds an OCR text layer to scanned PDF files,https://github.com/jbarlow83/OCRmyPDF,2331,7823,31996,2331,7820,31966,2021-08-21
octant,Kubernetes introspection tool for developers,https://octant.dev,2399,6712,22663,2383,6644,22411,2021-08-21
octave,High-level interpreted language for numerical computing,https://www.gnu.org/software/octave/index.html,4925,14870,84085,4914,14806,83337,2021-08-21
octomap,Efficient probabilistic 3D mapping framework based on octrees,https://octomap.github.io/,1013,3328,12828,7,39,157,2021-08-21
ode,Simulating articulated rigid body dynamics,https://www.ode.org/,893,2745,11658,36,74,359,2021-08-21
odin,"Programming language with focus on simplicity, performance and modern systems",https://odin-lang.org/,16,79,335,16,79,336,2021-08-21
odo,Atomic odometer for the command-line,https://github.com/atomicobject/odo,15,47,180,15,47,180,2021-08-21
odpi,Oracle Database Programming Interface for Drivers and Applications,https://oracle.github.io/odpi/,5,26,88,5,26,87,2021-08-21
odt2txt,Convert OpenDocument files to plain text,https://github.com/dstosberg/odt2txt/,12,27,157,12,26,142,2021-08-21
offlineimap,Synchronizes emails between two repositories,https://www.offlineimap.org/,504,671,2126,504,672,2102,2021-08-21
oggz,Command-line tool for manipulating Ogg files,https://www.xiph.org/oggz/,6,17,83,6,17,83,2021-08-21
ogmtools,OGG media streams manipulation tools,https://www.bunkus.org/videotools/ogmtools/,3,8,39,3,8,39,2021-08-21
oha,"HTTP load generator, inspired by rakyll/hey with tui animation",https://github.com/hatoo/oha/,22,119,440,22,119,440,2021-08-21
ohcount,Source code line counter,https://github.com/blackducksoftware/ohcount,6,28,122,6,28,119,2021-08-21
oil,Bash-compatible Unix shell with more consistent syntax and semantics,https://www.oilshell.org/,58,164,612,58,164,610,2021-08-21
oksh,"Portable OpenBSD ksh, based on the public domain Korn shell (pdksh)",https://github.com/ibara/oksh,12,24,38,12,24,38,2021-08-21
okteto,Build better apps by developing and testing code directly in Kubernetes,https://okteto.com,367,1142,4366,358,1134,4359,2021-08-21
ola,Open Lighting Architecture for lighting control information,https://www.openlighting.org/ola/,24,79,475,24,79,472,2021-08-21
olsrd,Implementation of the optimized link state routing protocol,http://www.olsr.org,0,1,16,0,1,16,2021-08-21
omake,"Build system designed for scalability, portability, and concision",http://projects.camlcity.org/projects/omake.html,5,38,104,5,38,103,2021-08-21
omega,"Packaged search engine for websites, built on top of Xapian",https://xapian.org/,4,17,54,4,16,51,2021-08-21
omega-rpg,Classic Roguelike game,http://www.alcyone.com/max/projects/omega/,1,8,40,1,8,40,2021-08-21
omniorb,IOR and naming service utilities for omniORB,https://omniorb.sourceforge.io/,23,97,443,15,77,351,2021-08-21
ompl,Open Motion Planning Library consists of many motion planning algorithms,https://ompl.kavrakilab.org/,16,53,387,16,53,384,2021-08-21
ondir,Automatically execute scripts as you traverse directories,https://swapoff.org/ondir.html,20,48,152,20,48,152,2021-08-21
one-ml,"Reboot of ML, unifying its core and (now first-class) module layers",https://www.mpi-sws.org/~rossberg/1ml/,1,9,29,1,9,29,2021-08-21
onednn,Basic building blocks for deep learning applications,https://01.org/oneDNN,63,324,1339,62,318,1313,2021-08-21
onedpl,C++ standard library algorithms with support for execution policies,https://software.intel.com/content/www/us/en/develop/tools/oneapi/components/dpc-library.html,5,14,14,5,14,14,2021-08-21
onedrive,Folder synchronization with OneDrive,https://github.com/abraunegg/onedrive,0,0,0,0,0,0,2021-08-21
onefetch,Git repository summary on your terminal,https://github.com/o2sh/onefetch,166,763,3572,165,758,3568,2021-08-21
onetime,Encryption with one-time pads,https://www.red-bean.com/onetime/,3,7,27,3,7,27,2021-08-21
oniguruma,Regular expressions library,https://github.com/kkos/oniguruma/,85154,275121,1131968,1037,3913,20625,2021-08-21
onioncat,VPN-adapter that provides location privacy using Tor or I2P,https://www.onioncat.org,9,49,109,9,49,110,2021-08-21
onnxruntime,"Cross-platform, high performance scoring engine for ML models",https://github.com/microsoft/onnxruntime,93,286,621,93,286,622,2021-08-21
onscripter,NScripter-compatible visual novel engine,https://onscripter.osdn.jp/onscripter.html,6,34,198,6,34,198,2021-08-21
ooniprobe,Network interference detection tool,https://ooni.org/,31,87,466,31,87,466,2021-08-21
opa,"Open source, general-purpose policy engine",https://www.openpolicyagent.org,835,2869,7681,826,2861,7674,2021-08-21
opam,OCaml package manager,https://opam.ocaml.org,4072,7433,30123,3438,6343,26482,2021-08-21
open-adventure,"Colossal Cave Adventure, the 1995 430-point version",http://www.catb.org/~esr/open-adventure/,15,35,109,15,35,109,2021-08-21
open-babel,Chemical toolbox,https://openbabel.org,237,823,4214,237,822,4188,2021-08-21
open-completion,Bash completion for open,https://github.com/moshen/open-bash-completion,47,139,522,47,139,516,2021-08-21
open-image-denoise,High-performance denoising library for ray tracing,https://openimagedenoise.github.io,12,84,243,12,84,243,2021-08-21
open-jtalk,Japanese text-to-speech system,https://open-jtalk.sourceforge.io/,27,82,360,27,82,360,2021-08-21
open-mesh,Generic data structure to represent and manipulate polygonal meshes,https://openmesh.org/,22,87,478,12,60,248,2021-08-21
open-mpi,High performance message passing library,https://www.open-mpi.org/,12848,48358,245483,3612,14641,76319,2021-08-21
open-ocd,"On-chip debugging, in-system programming and boundary-scan testing",http://openocd.org/,567,1910,8127,562,1891,8046,2021-08-21
open-scene-graph,3D graphics toolkit,https://github.com/openscenegraph/OpenSceneGraph,1201,3259,11479,126,316,870,2021-08-21
open-sp,SGML parser,https://openjade.sourceforge.io,181,386,1355,4,13,85,2021-08-21
open-tyrian,Open-source port of Tyrian,https://github.com/opentyrian/opentyrian,1,5,30,1,5,31,2021-08-21
open-zwave,Library that interfaces with selected Z-Wave PC controllers,http://www.openzwave.com,19,82,333,19,82,330,2021-08-21
openal-soft,Implementation of the OpenAL 3D audio API,https://openal-soft.org/,315,1074,7536,303,1035,7254,2021-08-21
openalpr,Automatic License Plate Recognition library,https://www.openalpr.com,48,166,604,48,166,603,2021-08-21
openapi-generator,"Generate clients, server & docs from an OpenAPI spec (v2, v3)",https://openapi-generator.tech/,3300,8779,28607,3300,8775,28605,2021-08-21
openblas,Optimized BLAS library,https://www.openblas.net/,59494,175668,703911,8040,23717,104219,2021-08-21
opencascade,3D modeling and numerical simulation software for CAD/CAM/CAE,https://dev.opencascade.org/,274,1067,4594,171,645,2199,2021-08-21
opencbm,Provides access to various floppy drive formats,https://spiro.trikaliotis.net/opencbm,12,38,219,12,38,219,2021-08-21
opencc,Simplified-traditional Chinese conversion tool,https://github.com/BYVoid/OpenCC,106,374,1801,106,375,1785,2021-08-21
openclonk,Multiplayer action game,https://www.openclonk.org/,6,17,168,6,17,166,2021-08-21
opencoarrays,"Open-source coarray Fortran ABI, API, and compiler wrapper",http://www.opencoarrays.org,23,117,514,23,117,514,2021-08-21
opencolorio,Color management solution geared towards motion picture production,https://opencolorio.org/,228,817,3883,114,447,1963,2021-08-21
openconnect,Open client for Cisco AnyConnect VPN,https://www.infradead.org/openconnect/,2212,6895,35793,2027,6342,33873,2021-08-21
opencore-amr,Audio codecs extracted from Android open source project,https://opencore-amr.sourceforge.io/,36286,111300,496074,119,366,1714,2021-08-21
opencsg,Constructive solid geometry rendering library,http://www.opencsg.org,10,34,247,10,33,211,2021-08-21
opencv,Open source computer vision library,https://opencv.org/,15933,46859,223922,15281,44734,211852,2021-08-21
opencv@2,Open source computer vision library,https://opencv.org/,755,2905,11347,711,2737,10453,2021-08-21
opencv@3,Open source computer vision library,https://opencv.org/,1223,4532,20240,1215,4411,19151,2021-08-21
opendbx,Lightweight but extensible database access library in C,https://linuxnetworks.de/doc/index.php/OpenDBX,1,3,16,1,3,16,2021-08-21
opendetex,Tool to strip TeX or LaTeX commands from documents,https://github.com/pkubowicz/opendetex,22,53,379,22,53,377,2021-08-21
openexr,High dynamic-range image file format,https://www.openexr.com/,143338,402261,1235903,5388,14991,41495,2021-08-21
openexr@2,High dynamic-range image file format,https://www.openexr.com/,451,1240,1405,65,142,187,2021-08-21
openfast,NREL-supported OpenFAST whole-turbine simulation code,https://openfast.readthedocs.io,2,6,53,2,6,53,2021-08-21
openfortivpn,Open Fortinet client for PPP+SSL VPN tunnel services,https://github.com/adrienverge/openfortivpn,1045,2508,9699,1045,2507,9685,2021-08-21
openfpgaloader,Universal utility for programming FPGA,https://github.com/trabucayre/openFPGALoader,11,28,28,11,28,28,2021-08-21
openfst,Library for weighted finite-state transducers,http://www.openfst.org/twiki/bin/view/FST/WebHome,25,89,366,22,84,341,2021-08-21
openh264,H.264 codec from Cisco,https://www.openh264.org/,249,777,3924,79,249,1218,2021-08-21
openhmd,Free and open source API and drivers for immersive technology,http://openhmd.net,7,18,60,7,18,60,2021-08-21
openimageio,"Library for reading, processing and writing images",https://openimageio.org/,474,1362,5352,435,1269,4824,2021-08-21
openj9,"High performance, scalable, Java virtual machine",https://www.eclipse.org/openj9/,36,55,86,37,56,87,2021-08-21
openjazz,Open source Jazz Jackrabit engine,http://www.alister.eu/jazz/oj/,0,4,13,0,4,13,2021-08-21
openjdk,Development kit for the Java programming language,https://openjdk.java.net/,176601,513069,1788492,51564,147010,579735,2021-08-21
openjdk@11,Development kit for the Java programming language,https://openjdk.java.net/,47628,117297,379710,19483,46527,169741,2021-08-21
openjdk@8,Development kit for the Java programming language,https://openjdk.java.net/,24907,54313,155740,13512,30652,68732,2021-08-21
openjpeg,Library for JPEG-2000 image manipulation,https://www.openjpeg.org/,85009,283088,1251030,716,2884,17648,2021-08-21
