name,description,homepage,num_install_30d,num_install_90d,num_install_365d,num_install_on_request_30d,num_install_on_request_90d,num_install_on_request_365d,generated_date 
moz-git-tools,Tools for working with Git at Mozilla,https://github.com/mozilla/moz-git-tools,3,4,18,3,4,18,2021-08-21
mozilla-addon-sdk,"Create Firefox add-ons using JS, HTML, and CSS",https://developer.mozilla.org/en-US/docs/Mozilla/Add-ons,0,0,27,0,0,27,2021-08-21
mozjpeg,Improved JPEG encoder,https://github.com/mozilla/mozjpeg,2579,8453,36566,150,506,3283,2021-08-21
mp3blaster,Text-based mp3 player,https://mp3blaster.sourceforge.io,8,20,141,8,20,140,2021-08-21
mp3cat,Reads and writes mp3 files,https://tomclegg.ca/mp3cat,24,46,223,24,46,223,2021-08-21
mp3check,Tool to check mp3 files for consistency,https://code.google.com/archive/p/mp3check/,14,35,145,14,35,144,2021-08-21
mp3fs,Read-only FUSE file system: transcodes audio formats to MP3,https://khenriks.github.io/mp3fs/,0,0,30,0,0,27,2021-08-21
mp3gain,Lossless mp3 normalizer with statistical analysis,https://mp3gain.sourceforge.io,26,93,436,26,93,433,2021-08-21
mp3info,MP3 technical info viewer and ID3 1.x tag editor,https://www.ibiblio.org/mp3info/,46,153,725,46,153,724,2021-08-21
mp3splt,Command-line interface to split MP3 and Ogg Vorbis files,https://mp3splt.sourceforge.io,49,156,823,49,157,818,2021-08-21
mp3unicode,Command-line utility to convert mp3 tags between different encodings,https://mp3unicode.sourceforge.io/,0,2,37,0,2,37,2021-08-21
mp3val,Program for MPEG audio stream validation,https://mp3val.sourceforge.io/,23,59,353,23,59,354,2021-08-21
mp3wrap,Wrap two or more mp3 files in a single large file,https://mp3wrap.sourceforge.io/,37,89,429,37,88,428,2021-08-21
mp4v2,"Read, create, and modify MP4 files",https://code.google.com/archive/p/mp4v2/,312,971,4654,124,369,1775,2021-08-21
mpack,MIME mail packing and unpacking,https://web.archive.org/web/20190220145801/ftp.andrew.cmu.edu/pub/mpack/,63,165,675,63,165,674,2021-08-21
mpage,Many to one page printing utility,https://mesa.nl/pub/mpage/README,7,15,51,7,15,50,2021-08-21
mpc,Command-line music player client for mpd,https://www.musicpd.org/clients/mpc/,152,446,2165,152,445,2135,2021-08-21
mpck,Check MP3 files for errors,https://checkmate.gissen.nl/,6,18,104,6,18,104,2021-08-21
mpd,Music Player Daemon,https://www.musicpd.org/,718,2191,8485,716,2187,8433,2021-08-21
mpdas,C++ client to submit tracks to audioscrobbler,https://www.50hz.ws/mpdas/,0,2,9,0,2,9,2021-08-21
mpdecimal,Library for decimal floating point arithmetic,https://www.bytereef.org/mpdecimal/,362342,1115757,2572470,574,2331,5908,2021-08-21
mpdscribble,Last.fm reporting client for mpd,https://www.musicpd.org/clients/mpdscribble/,10,34,69,10,34,69,2021-08-21
mpdviz,Standalone console MPD visualizer,https://github.com/lucy/mpdviz,0,1,18,0,1,17,2021-08-21
mpegdemux,MPEG1/2 system stream demultiplexer,http://www.hampa.ch/mpegdemux/,1,5,22,1,5,22,2021-08-21
mpfi,Multiple precision interval arithmetic library,https://perso.ens-lyon.fr/nathalie.revol/software.html,75,247,602,25,91,423,2021-08-21
mpfr,C library for multiple-precision floating-point computations,https://www.mpfr.org/,52631,165156,869912,830,2676,16732,2021-08-21
mpg123,MP3 player for Linux and UNIX,https://www.mpg123.de/,1337,6481,20741,774,3721,12429,2021-08-21
mpg321,Command-line MP3 player,https://mpg321.sourceforge.io/,47,140,567,47,140,567,2021-08-21
mpgtx,Toolbox to manipulate MPEG files,https://mpgtx.sourceforge.io/,1,3,29,1,3,29,2021-08-21
mpi4py,Python bindings for MPI,https://mpi4py.readthedocs.io,130,281,1127,108,213,767,2021-08-21
mpich,Implementation of the MPI Message Passing Interface standard,https://www.mpich.org/,421,1812,8481,422,1811,8438,2021-08-21
mpir,Multiple Precision Integers and Rationals (fork of GMP),https://mpir.org/,29,84,377,29,84,371,2021-08-21
mplayer,UNIX movie player,https://mplayerhq.hu/,894,2758,19133,814,2467,16401,2021-08-21
mplayershell,Improved visual experience for MPlayer on macOS,https://github.com/donmelton/MPlayerShell,7,23,111,7,23,110,2021-08-21
mpop,POP3 client,https://marlam.de/mpop/,1,13,90,1,13,86,2021-08-21
mps-youtube,Terminal based YouTube player and downloader,https://github.com/mps-youtube/mps-youtube,86,346,2927,87,347,2929,2021-08-21
mpssh,Mass parallel ssh,https://github.com/ndenev/mpssh,5,29,2135,5,29,179,2021-08-21
mpv,Media player based on MPlayer and mplayer2,https://mpv.io,2494,8686,65053,2461,8576,62446,2021-08-21
mpw,Stateless/deterministic password and identity manager,https://masterpassword.app/,6,31,243,6,31,235,2021-08-21
mr,Multiple Repository management tool,https://myrepos.branchable.com/,94,301,1114,94,299,1105,2021-08-21
mr2,Expose local server to external network,https://github.com/txthinking/mr2,0,5,32,0,5,32,2021-08-21
mrboom,Eight player Bomberman clone,http://mrboom.mumblecore.org/,2,22,73,2,22,73,2021-08-21
mrtg,Multi router traffic grapher,https://oss.oetiker.ch/mrtg/,70,104,288,69,103,285,2021-08-21
mruby,Lightweight implementation of the Ruby language,https://mruby.org/,29,72,497,28,70,483,2021-08-21
mruby-cli,"Build native command-line applications for Linux, MacOS, and Windows",https://github.com/hone/mruby-cli,5,8,38,5,8,38,2021-08-21
msc-generator,Draws signalling charts from textual description,https://sourceforge.net/p/msc-generator,6,18,110,6,18,103,2021-08-21
mscgen,Parses Message Sequence Chart descriptions and produces images,https://www.mcternan.me.uk/mscgen/,16,44,253,16,44,249,2021-08-21
msdl,Downloader for various streaming protocols,https://msdl.sourceforge.io,2,6,31,2,6,31,2021-08-21
msgpack,Library for a binary-based efficient data interchange format,https://msgpack.org/,15186,47127,217834,203,640,3309,2021-08-21
msgpack-tools,Command-line tools for converting between MessagePack and JSON,https://github.com/ludocode/msgpack-tools,22,59,311,22,59,309,2021-08-21
msgpuck,Simple and efficient MsgPack binary serialization library,https://rtsisyk.github.io/msgpuck/,10,16,29,10,15,22,2021-08-21
msitools,Windows installer (.MSI) tool,https://wiki.gnome.org/msitools,56,178,973,56,178,974,2021-08-21
msktutil,Active Directory keytab management,https://sourceforge.net/projects/msktutil/,2,12,55,2,12,55,2021-08-21
msmtp,SMTP client that can be used as an SMTP plugin for Mutt,https://marlam.de/msmtp/,267,871,7662,267,871,7486,2021-08-21
mspdebug,Debugger for use with MSP430 MCUs,https://dlbeer.co.nz/mspdebug/,4,20,100,4,20,100,2021-08-21
mstch,Complete implementation of {{mustache}} templates using modern C++,https://github.com/no1msd/mstch,21,47,213,11,32,151,2021-08-21
mtoc,Mach-O to PE/COFF binary converter,https://opensource.apple.com/source/cctools/cctools-949.0.1/,30,107,514,30,107,513,2021-08-21
mtools,Tools for manipulating MSDOS files,https://www.gnu.org/software/mtools/,316,752,2061,315,748,2024,2021-08-21
mtr,'traceroute' and 'ping' in a single tool,https://www.bitwizard.nl/mtr/,4431,12854,69873,4421,12823,68463,2021-08-21
mu,Tool for searching e-mail messages stored in the maildir-format,https://www.djcbsoftware.nl/code/mu/,1428,1812,5635,1427,1811,5621,2021-08-21
muffet,Fast website link checker in Go,https://github.com/raviqqe/muffet,25,58,259,25,58,259,2021-08-21
mujs,Embeddable Javascript interpreter,https://www.mujs.com/,3226,15256,76197,62,439,2366,2021-08-21
multi-git-status,"Show uncommitted, untracked and unpushed changes for multiple Git repos",https://github.com/fboender/multi-git-status,9,39,40,9,39,40,2021-08-21
multimarkdown,Turn marked-up plain text into well-formatted documents,https://fletcher.github.io/MultiMarkdown-6/,155,455,3576,147,431,3172,2021-08-21
multitail,Tail multiple files in one terminal simultaneously,https://vanheusden.com/multitail/,197,589,2661,197,587,2607,2021-08-21
multitime,Time command execution over multiple executions,https://tratt.net/laurie/src/multitime/,4,15,52,4,15,52,2021-08-21
muparser,C++ math expression parser library,https://github.com/beltoforion/muparser,25,49,316,15,31,135,2021-08-21
mupdf,Lightweight PDF and XPS viewer,https://mupdf.com/,297,867,4458,248,712,3957,2021-08-21
mupdf-tools,Lightweight PDF and XPS viewer,https://mupdf.com/,289,806,3527,287,803,3459,2021-08-21
mupen64plus,Cross-platform plugin-based N64 emulator,https://www.mupen64plus.org/,20,44,210,20,45,210,2021-08-21
musepack,Audio compression format and tools,https://www.musepack.net/,1418,4439,22514,5,22,71,2021-08-21
mussh,Multi-host SSH wrapper,https://mussh.sourceforge.io/,15,39,210,15,39,210,2021-08-21
mutt,"Mongrel of mail user agents (part elm, pine, mush, mh, etc.)",http://www.mutt.org/,1731,6622,32487,1728,6588,31609,2021-08-21
mvnvm,Maven version manager,https://mvnvm.org/,503,1765,6304,502,1763,6288,2021-08-21
mvtools,Filters for motion estimation and compensation,https://github.com/dubhater/vapoursynth-mvtools,21,43,291,21,43,280,2021-08-21
mx,Command-line tool used for the development of Graal projects,https://github.com/graalvm/mx,2,7,36,2,7,34,2021-08-21
mycli,CLI for MySQL with auto-completion and syntax highlighting,https://www.mycli.net/,920,2986,25792,919,2982,25557,2021-08-21
mydumper,How MySQL DBA & support engineer would imagine 'mysqldump' ;-),https://launchpad.net/mydumper,241,616,1747,241,615,1741,2021-08-21
myman,Text-mode videogame inspired by Namco's Pac-Man,https://myman.sourceforge.io/,23,38,201,23,38,201,2021-08-21
mypy,Experimental optional static type checker for Python,http://www.mypy-lang.org/,301,1622,4923,301,1622,4915,2021-08-21
mysql,Open source relational database management system,https://dev.mysql.com/doc/refman/8.0/en/,74390,210597,915900,73893,209485,903909,2021-08-21
mysql-client,Open source relational database management system,https://dev.mysql.com/doc/refman/8.0/en/,25838,69873,273666,21695,60388,239395,2021-08-21
mysql-client@5.7,Open source relational database management system,https://dev.mysql.com/doc/refman/5.7/en/,1440,4138,19022,1438,4136,19016,2021-08-21
mysql-connector-c++,MySQL database connector for C++ applications,https://dev.mysql.com/downloads/connector/cpp/,298,745,3093,298,745,3032,2021-08-21
mysql-sandbox,Install one or more MySQL servers,https://mysqlsandbox.net,13,24,156,13,24,156,2021-08-21
mysql-search-replace,Database search and replace script in PHP,https://interconnectit.com/products/search-and-replace-for-wordpress-databases/,14,52,107,14,52,107,2021-08-21
mysql@5.6,Open source relational database management system,https://dev.mysql.com/doc/refman/5.6/en/,3340,10901,63927,3333,10891,63811,2021-08-21
mysql@5.7,Open source relational database management system,https://dev.mysql.com/doc/refman/5.7/en/,23983,65739,278627,23179,64119,271817,2021-08-21
mysql++,C++ wrapper for MySQL's C API,https://tangentsoft.com/mysqlpp/home,52,203,604,52,202,601,2021-08-21
mysqltuner,Increase performance and stability of a MySQL installation,https://raw.github.com/major/MySQLTuner-perl/master/mysqltuner.pl,44,133,619,44,133,616,2021-08-21
mytop,Top-like query monitor for MySQL,https://web.archive.org/web/20200221154243/www.mysqlfanboy.com/mytop-3/,91,403,991,91,403,990,2021-08-21
n,Node version management,https://github.com/tj/n,4121,11202,41781,4115,11190,41715,2021-08-21
naabu,Fast port scanner,https://github.com/projectdiscovery/naabu,21,87,250,21,87,249,2021-08-21
nacl,"Network communication, encryption, decryption, signatures library",https://nacl.cr.yp.to/,10,37,175,10,37,175,2021-08-21
naga,Terminal implementation of the Snake game,https://github.com/anayjoshi/naga/,5,19,61,5,19,61,2021-08-21
nagios,Network monitoring and management system,https://www.nagios.org/,35,89,548,35,89,536,2021-08-21
nagios-plugins,Plugins for the nagios network monitoring system,https://www.nagios-plugins.org/,58,198,1783,21,94,1113,2021-08-21
nailgun,"Command-line client, protocol and server for Java programs",http://www.martiansoftware.com/nailgun/,10,34,211,10,34,205,2021-08-21
namazu,Full-text search engine,http://www.namazu.org/,0,1,7,0,1,7,2021-08-21
name-that-hash,Modern hash identification system,https://nth.skerritt.blog/,21,97,403,21,97,401,2021-08-21
namebench,DNS benchmark utility,https://code.google.com/archive/p/namebench/,91,268,1240,91,268,1239,2021-08-21
nano,Free (GNU) replacement for the Pico text editor,https://www.nano-editor.org/,2661,11988,62197,2656,11935,61440,2021-08-21
nanomsg,Socket library in C,https://nanomsg.org/,77,275,1198,60,206,707,2021-08-21
nanomsgxx,Nanomsg binding for C++11,https://achille-roussel.github.io/nanomsgxx/doc/nanomsgxx.7.html,1,1,51,1,1,50,2021-08-21
nanopb-generator,C library for encoding and decoding Protocol Buffer messages,https://jpa.kapsi.fi/nanopb/docs/index.html,29,100,716,29,99,708,2021-08-21
nanorc,Improved Nano Syntax Highlighting Files,https://github.com/scopatz/nanorc,99,249,763,99,249,763,2021-08-21
narwhal,General purpose JavaScript platform for building applications,https://github.com/280north/narwhal,14,66,274,14,66,274,2021-08-21
nasm,Netwide Assembler (NASM) is an 80x86 assembler,https://www.nasm.us/,5528,16737,109029,2283,7205,43689,2021-08-21
natalie,Storyboard Code Generator (for Swift),https://github.com/krzyzanowskim/Natalie,3,5,46,3,5,45,2021-08-21
nativefier,Wrap web apps natively,https://github.com/nativefier/nativefier,594,2967,9541,593,2965,9529,2021-08-21
nats-server,Lightweight cloud messaging system,https://nats.io,648,2037,5413,643,2033,5379,2021-08-21
nats-streaming-server,Lightweight cloud messaging system,https://nats.io,143,379,1566,143,380,1561,2021-08-21
naturaldocs,"Extensible, multi-language documentation generator",https://www.naturaldocs.org/,4,17,139,4,17,139,2021-08-21
nauty,Automorphism groups of graphs and digraphs,https://pallini.di.uniroma1.it/,59,196,629,18,81,374,2021-08-21
nave,Virtual environments for Node.js,https://github.com/isaacs/nave,18,56,206,18,56,205,2021-08-21
navi,Interactive cheatsheet tool for the command-line,https://github.com/denisidoro/navi,755,1372,8482,756,1372,8469,2021-08-21
nbdime,Jupyter Notebook Diff and Merge tools,https://nbdime.readthedocs.io,52,76,303,52,76,303,2021-08-21
nbimg,Smartphone boot splash screen converter for Android and winCE,https://github.com/poliva/nbimg,0,0,8,0,0,8,2021-08-21
nbsdgames,Text-based modern games,https://github.com/abakh/nbsdgames,41,83,83,41,83,83,2021-08-21
ncc,Compile a Node.js project into a single file,https://github.com/vercel/ncc,46,90,140,46,90,140,2021-08-21
ncdc,NCurses direct connect,https://dev.yorhel.nl/ncdc,3,20,57,3,20,55,2021-08-21
ncdu,NCurses Disk Usage,https://dev.yorhel.nl/ncdu,5250,17763,49003,5231,17726,48717,2021-08-21
ncftp,FTP client with an advanced user interface,https://www.ncftp.com/,392,1155,5355,393,1152,5337,2021-08-21
ncmpc,Curses Music Player Daemon (MPD) client,https://www.musicpd.org/clients/ncmpc/,21,51,636,21,51,603,2021-08-21
ncmpcpp,Ncurses-based client for the Music Player Daemon,https://rybczak.net/ncmpcpp/,170,925,4980,170,924,4954,2021-08-21
nco,Command-line operators for netCDF and HDF files,https://nco.sourceforge.io/,279,831,3204,279,828,3180,2021-08-21
ncompress,"Fast, simple LZW file compressor",https://github.com/vapier/ncompress,17,36,146,17,36,146,2021-08-21
ncp,File copy tool for LANs,https://www.fefe.de/ncp/,2,10,54,2,10,54,2021-08-21
ncrack,Network authentication cracking tool,https://nmap.org/ncrack/,75,179,902,75,178,895,2021-08-21
ncspot,Cross-platform ncurses Spotify client written in Rust,https://github.com/hrkfdn/ncspot,248,609,1772,248,608,1772,2021-08-21
ncurses,Text-based UI library,https://www.gnu.org/software/ncurses/,74656,228845,917669,1078,3810,18366,2021-08-21
ncview,Visual browser for netCDF format files,https://cirrus.ucsd.edu/ncview/,190,636,2629,189,635,2612,2021-08-21
ndenv,Node version manager,https://github.com/riywo/ndenv,30,119,503,30,119,503,2021-08-21
ndiff,Virtual package provided by nmap,https://www.math.utah.edu/~beebe/software/ndiff/,13,29,87,13,29,87,2021-08-21
ndpi,Deep Packet Inspection (DPI) library,https://www.ntop.org/products/deep-packet-inspection/ndpi/,41,51,196,41,51,187,2021-08-21
ne,Text editor based on the POSIX standard,https://github.com/vigna/ne,43,159,433,43,159,433,2021-08-21
neatvi,Clone of ex/vi for editing bidirectional utf-8 text,https://repo.or.cz/neatvi.git,8,8,18,8,8,18,2021-08-21
nebula,Scalable overlay networking tool for connecting computers anywhere,https://github.com/slackhq/nebula,54,150,493,53,149,492,2021-08-21
nedit,"Fast, compact Motif/X11 plain text editor",https://sourceforge.net/projects/nedit/,79,288,1527,79,288,1517,2021-08-21
needle,Compile-time safe Swift dependency injection framework with real code,https://github.com/uber/needle,77,216,4776,77,216,4770,2021-08-21
nef,💊 steroids for Xcode Playgrounds,https://nef.bow-swift.io,9,18,110,9,18,111,2021-08-21
negfix8,Turn scanned negative images into positives,https://sites.google.com/site/negfix,13,37,125,13,37,124,2021-08-21
neko,"High-level, dynamically typed programming language",https://nekovm.org/,434,1356,3636,252,752,1575,2021-08-21
neo4j,Robust (fully ACID) transactional property graph database,https://neo4j.com/,910,3611,14105,908,3592,13601,2021-08-21
neofetch,"Fast, highly customisable system info script",https://github.com/dylanaraps/neofetch,5460,15498,70487,5461,15502,70456,2021-08-21
neomutt,"E-mail reader with support for Notmuch, NNTP and much more",https://neomutt.org/,556,1582,9660,556,1582,9658,2021-08-21
neon,HTTP and WebDAV client library with a C interface,https://notroj.github.io/neon/,268,743,4657,103,259,1590,2021-08-21
neopop-sdl,NeoGeo Pocket emulator,https://nih.at/NeoPop-SDL/,0,4,16,0,4,16,2021-08-21
neovim,Ambitious Vim-fork focused on extensibility and agility,https://neovim.io/,18459,60817,207994,18414,60630,207417,2021-08-21
neovim-remote,Control nvim processes using `nvr` command-line tool,https://github.com/mhinz/neovim-remote,46,137,167,46,137,167,2021-08-21
nesc,Programming language for deeply networked systems,https://github.com/tinyos/nesc,2,15,53,2,15,52,2021-08-21
nest,Neural Simulation Tool (NEST) with Python3 bindings (PyNEST),https://www.nest-simulator.org/,72,140,397,72,140,397,2021-08-21
nestopia-ue,NES emulator,http://0ldsk00l.ca/nestopia/,12,66,161,12,66,160,2021-08-21
net-snmp,"Implements SNMP v1, v2c, and v3, using IPv4 and IPv6",http://www.net-snmp.org/,1241,5742,19868,839,3998,11900,2021-08-21
net-tools,Linux networking base tools,https://sourceforge.net/projects/net-tools,0,0,0,0,0,0,2021-08-21
netcat,Utility for managing network connections,https://netcat.sourceforge.io/,2087,5886,25065,2086,5881,25043,2021-08-21
netcat6,"Rewrite of netcat that supports IPv6, plus other improvements",https://www.deepspace6.net/projects/netcat6.html,17,71,749,17,70,749,2021-08-21
netcdf,Libraries and data formats for array-oriented scientific data,https://www.unidata.ucar.edu/software/netcdf,25819,79209,308918,2459,7539,24991,2021-08-21
netdata,"Diagnose infrastructure problems with metrics, visualizations & alarms",https://netdata.cloud/,293,842,6693,293,841,6686,2021-08-21
nethack,Single-player roguelike video game,https://www.nethack.org/,173,622,2547,171,620,2510,2021-08-21
nethacked,Bugfixed and interface-patched Nethack,https://nethacked.github.io/,11,25,87,11,25,87,2021-08-21
nethogs,Net top tool grouping bandwidth per process,https://raboof.github.io/nethogs/,220,617,2634,219,617,2624,2021-08-21
netlify-cli,Netlify command-line tool,https://www.netlify.com/docs/cli,1228,4323,12888,1226,4319,12872,2021-08-21
netpbm,Image manipulation,https://netpbm.sourceforge.io/,59853,228793,914112,3340,13925,52156,2021-08-21
netperf,Benchmarks performance of many different types of networking,https://hewlettpackard.github.io/netperf/,68,224,1113,68,225,1110,2021-08-21
netris,Networked variant of tetris,https://web.archive.org/web/20071223041235/www.netris.be/,2,12,68,2,12,68,2021-08-21
nettle,Low-level cryptographic library,https://www.lysator.liu.se/~nisse/nettle/,164926,600085,2228268,2214,10624,39092,2021-08-21
nettoe,Tic Tac Toe-like game for the console,https://nettoe.sourceforge.io/,0,4,19,0,4,19,2021-08-21
networkit,Performance toolkit for large-scale network analysis,https://networkit.github.io,44,135,448,44,135,448,2021-08-21
never,"Statically typed, embedded functional programming language",https://never-lang.readthedocs.io/,1,1,6,1,1,6,2021-08-21
newlisp,"Lisp-like, general-purpose scripting language",http://www.newlisp.org/,11,31,156,11,31,153,2021-08-21
newman,Command-line collection runner for Postman,https://www.getpostman.com,1282,4713,16399,1282,4713,16394,2021-08-21
newrelic-cli,Command-line interface for New Relic,https://github.com/newrelic/newrelic-cli,492,1408,3624,492,1408,3625,2021-08-21
newrelic-infra-agent,New Relic infrastructure agent,https://github.com/newrelic/infrastructure-agent,63,63,72,63,63,72,2021-08-21
newsboat,RSS/Atom feed reader for text terminals,https://newsboat.org/,456,1932,7246,457,1938,7218,2021-08-21
newt,"Library for color text mode, widget based user interfaces",https://pagure.io/newt,473,1542,7145,129,412,1794,2021-08-21
nexus,Repository manager for binary software components,https://www.sonatype.org/,181,515,1789,182,516,1761,2021-08-21
nfcutils,Near Field Communication (NFC) tools under POSIX systems,https://github.com/nfc-tools/nfcutils,23,43,199,24,44,191,2021-08-21
nfdump,Tools to collect and process netflow data on the command-line,https://github.com/phaag/nfdump,30,123,545,30,123,531,2021-08-21
nfpm,Simple deb and rpm packager,https://nfpm.goreleaser.com/,42,121,536,42,120,535,2021-08-21
nghttp2,HTTP/2 C Library,https://nghttp2.org/,425831,1006520,3025631,12269,22067,101295,2021-08-21
nginx,"HTTP(S) server and reverse proxy, and IMAP/POP3 proxy server",https://nginx.org/,30652,109911,496878,30594,109652,493856,2021-08-21
ngircd,Lightweight Internet Relay Chat server,https://ngircd.barton.de/,18,56,326,18,56,323,2021-08-21
ngrep,Network grep,https://github.com/jpr5/ngrep,183,518,2582,182,517,2555,2021-08-21
ngs,Powerful programming language and shell designed specifically for Ops,https://ngs-lang.org/,9,67,125,9,67,125,2021-08-21
ngspice,Spice circuit simulator,https://ngspice.sourceforge.io/,191,390,1842,189,389,1815,2021-08-21
ngt,Neighborhood graph and tree for indexing high-dimensional data,https://github.com/yahoojapan/NGT,21,75,319,21,75,319,2021-08-21
nickle,Desk calculator language,https://www.nickle.org/,1,7,35,1,7,35,2021-08-21
nicotine-plus,Graphical client for the Soulseek file sharing network,https://nicotine-plus.github.io/nicotine-plus/,69,131,447,69,131,448,2021-08-21
nicovideo-dl,Command-line program to download videos from www.nicovideo.jp,https://osdn.net/projects/nicovideo-dl/,10,24,132,10,24,127,2021-08-21
nifi,"Easy to use, powerful, and reliable system to process and distribute data",https://nifi.apache.org,421,964,4614,419,963,4590,2021-08-21
nifi-registry,Centralized storage & management of NiFi/MiNiFi shared resources,https://nifi.apache.org/registry,11,22,135,11,22,135,2021-08-21
nift,Cross-platform open source framework for managing and generating websites,https://nift.dev/,3,16,106,3,16,106,2021-08-21
nikto,Web server scanner,https://cirt.net/nikto2,497,1541,7142,496,1541,7133,2021-08-21
nim,Statically typed compiled systems programming language,https://nim-lang.org/,447,2296,10397,447,2292,10297,2021-08-21
ninja,Small build system for use with gyp or CMake,https://ninja-build.org/,17064,53356,307835,6278,20369,123180,2021-08-21
ninvaders,Space Invaders in the terminal,https://ninvaders.sourceforge.io/,28,89,438,28,89,437,2021-08-21
nkf,Network Kanji code conversion Filter (NKF),https://osdn.net/projects/nkf/,1166,4045,17429,1157,4017,17180,2021-08-21
nload,Realtime console network usage monitor,http://www.roland-riegel.de/nload/,204,636,2918,204,637,2913,2021-08-21
nlohmann-json,JSON for modern C++,https://github.com/nlohmann/json,2644,8218,13828,361,1160,4915,2021-08-21
nlopt,Free/open-source library for nonlinear optimization,https://nlopt.readthedocs.io/,984,3128,13776,85,291,1543,2021-08-21
nmap,Port scanning utility for large networks,https://nmap.org/,47414,88313,419782,46358,86488,408477,2021-08-21
nmh,New version of the MH mail handler,https://www.nongnu.org/nmh/,5,13,75,5,13,75,2021-08-21
nng,Nanomsg-next-generation -- light-weight brokerless messaging,https://nanomsg.github.io/nng/,67,126,518,67,126,517,2021-08-21
nnn,"Tiny, lightning fast, feature-packed file manager",https://github.com/jarun/nnn,2195,6631,20652,2191,6623,20630,2021-08-21
no-more-secrets,Recreates the SETEC ASTRONOMY effect from 'Sneakers',https://github.com/bartobri/no-more-secrets,37,78,374,37,78,375,2021-08-21
node,Platform built on V8 to build network applications,https://nodejs.org/,395906,1114764,4555224,308113,870817,3447605,2021-08-21
node-build,Install NodeJS versions,https://github.com/nodenv/node-build,10177,29553,124748,5011,14377,61298,2021-08-21
node-sass,JavaScript implementation of a Sass compiler,https://github.com/sass/dart-sass,1555,3945,9948,1551,3940,9932,2021-08-21
node@10,Platform built on V8 to build network applications,https://nodejs.org/,6562,22650,134190,5690,19777,112039,2021-08-21
node@12,Platform built on V8 to build network applications,https://nodejs.org/,15395,42373,171867,15161,41804,168132,2021-08-21
node@14,Platform built on V8 to build network applications,https://nodejs.org/,63738,154667,261216,25696,74129,174416,2021-08-21
node_exporter,Prometheus exporter for machine metrics,https://prometheus.io/,929,2076,6347,928,2075,6346,2021-08-21
nodebrew,Node.js version manager,https://github.com/hokaccha/nodebrew,4972,17074,63959,4968,17066,63895,2021-08-21
nodeenv,Node.js virtual environment builder,https://github.com/ekalinin/nodeenv,170,621,2501,170,621,2488,2021-08-21
nodenv,Manage multiple NodeJS versions,https://github.com/nodenv/nodenv,2115,6917,31254,2111,6894,31113,2021-08-21
nomad,"Distributed, Highly Available, Datacenter-Aware Scheduler",https://www.nomadproject.io,1002,3273,13709,986,3201,13346,2021-08-21
nomino,Batch rename utility,https://github.com/yaa110/nomino,6,13,31,6,13,31,2021-08-21
nopoll,Open-source C WebSocket toolkit,https://www.aspl.es/nopoll/,0,8,17,0,8,17,2021-08-21
norm,NACK-Oriented Reliable Multicast,https://www.nrl.navy.mil/itd/ncs/products/norm,1,4,26,1,2,18,2021-08-21
normalize,Adjust volume of audio files to a standard level,https://www.nongnu.org/normalize/,9,19,122,9,18,114,2021-08-21
notcurses,Blingful character graphics/TUI library,https://nick-black.com/dankwiki/index.php/Notcurses,92,92,92,92,92,92,2021-08-21
noti,Trigger notifications when a process completes,https://github.com/variadico/noti,114,314,2002,114,314,1945,2021-08-21
notifiers,Easy way to send notifications,https://pypi.org/project/notifiers/,3,8,47,3,8,47,2021-08-21
notmuch,"Thread-based email index, search, and tagging",https://notmuchmail.org/,775,4191,17246,448,2421,9249,2021-08-21
notmuch-mutt,Notmuch integration for Mutt,https://notmuchmail.org/,18,105,270,18,104,268,2021-08-21
noweb,WEB-like literate-programming tool,https://www.cs.tufts.edu/~nr/noweb/,1,8,61,1,8,62,2021-08-21
nox,Flexible test automation for Python,https://nox.thea.codes/,17,93,130,17,93,130,2021-08-21
npth,New GNU portable threads library,https://gnupg.org/,21892,68263,269323,88,312,1485,2021-08-21
npush,Logic game similar to Sokoban and Boulder Dash,https://npush.sourceforge.io/,1,3,21,1,3,21,2021-08-21
nq,Unix command-line queue utility,https://github.com/chneukirchen/nq,12,104,243,12,102,241,2021-08-21
nqp,Lightweight Perl 6-like environment for virtual machines,https://github.com/Raku/nqp,142,416,1484,35,81,249,2021-08-21
nrg2iso,Extract ISO9660 data from Nero nrg files,http://gregory.kokanosky.free.fr/v4/linux/nrg2iso.en.html,12,39,190,12,39,190,2021-08-21
nrpe,Nagios remote plugin executor,https://www.nagios.org/,27,84,1032,27,84,1025,2021-08-21
ns-3,Discrete-event network simulator,https://www.nsnam.org/,10,29,29,10,29,29,2021-08-21
nsd,Name server daemon,https://www.nlnetlabs.nl/projects/nsd/,28,45,257,28,45,255,2021-08-21
nsnake,Classic snake game with textual interface,https://github.com/alexdantas/nSnake,45,117,470,46,118,472,2021-08-21
nspr,Platform-neutral API for system-level and libc-like functions,https://developer.mozilla.org/docs/Mozilla/Projects/NSPR,32441,127511,429094,405,2567,7275,2021-08-21
nsq,Realtime distributed messaging platform,https://nsq.io/,227,472,1637,227,471,1620,2021-08-21
nss,Libraries for security-enabled client and server applications,https://developer.mozilla.org/en-US/docs/Mozilla/Projects/NSS,48299,154472,607122,8550,27771,98749,2021-08-21
nsuds,Ncurses Sudoku system,https://nsuds.sourceforge.io/,0,1,15,0,1,15,2021-08-21
